Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
aten::as_strided,,,1.26,1.26,0,0,0,0
aten::clone,,,5.31,31.2,0,15.14,0,0
empty_tensor,,,6.53,6.53,0,0,0,0
aten::copy_,,,10.04,19.36,0,15.14,0,0
aclnnInplaceCopy,,,9.32,9.32,15.14,15.14,0,0
aten::masked_fill_,,,6.51,10.06,0,44.621,0,0
aclnnInplaceMaskedFillScalar,,,3.55,3.55,44.621,44.621,0,0
aten::view,,,5.2,5.2,0,0,0,0
aten::linear,,,8.28,284.75,0,9.18,0,9.18
aten::reshape,,,1.87,6.68,0,0,0,0
aten::view,,,4.81,4.81,0,0,0,0
aten::t,,,3.48,9.52,0,0,0,0
aten::transpose,,,2.94,6.04,0,0,0,0
aten::as_strided,,,3.1,3.1,0,0,0,0
aten::addmm,,,225.85,255.01,0,9.18,0,9.18
empty_tensor,,,11.05,11.05,0,0,0,0
aclnnAddmm,,,18.11,18.11,9.18,9.18,9.18,9.18
aten::view,,,5.26,5.26,0,0,0,0
aten::view,,,4.38,4.38,0,0,0,0
aten::linear,,,6.23,59.58,0,11.02,0,11.02
aten::reshape,,,2.4,6.61,0,0,0,0
aten::view,,,4.21,4.21,0,0,0,0
aten::t,,,4.84,11.62,0,0,0,0
aten::transpose,,,2.87,6.78,0,0,0,0
aten::as_strided,,,3.91,3.91,0,0,0,0
aten::addmm,,,15.24,31.99,0,11.02,0,11.02
empty_tensor,,,7.59,7.59,0,0,0,0
aclnnAddmm,,,9.16,9.16,11.02,11.02,11.02,11.02
aten::view,,,3.13,3.13,0,0,0,0
aten::view,,,4.6,4.6,0,0,0,0
aten::softmax,,,4.07,34.49,0,19.16,0,0
aten::_softmax,,,15.88,30.42,0,19.16,0,0
empty_tensor,,,6.44,6.44,0,0,0,0
aclnnSoftmax,,,8.1,8.1,19.16,19.16,0,0
aten::view,,,4.56,4.56,0,0,0,0
aten::slice,,,7.36,10.12,0,0,0,0
aten::as_strided,,,2.76,2.76,0,0,0,0
aten::slice,,,3.21,5.07,0,0,0,0
aten::as_strided,,,1.86,1.86,0,0,0,0
aten::unsqueeze,,,4.71,6.41,0,0,0,0
aten::as_strided,,,1.7,1.7,0,0,0,0
aten::slice,,,2.61,4.18,0,0,0,0
aten::as_strided,,,1.57,1.57,0,0,0,0
aten::unsqueeze,,,2.94,4.68,0,0,0,0
aten::as_strided,,,1.74,1.74,0,0,0,0
aten::slice,,,3.98,6.18,0,0,0,0
aten::as_strided,,,2.2,2.2,0,0,0,0
aten::div,,,16.02,36.32,0,8.661,0,0
empty_tensor,,,7.8,7.8,0,0,0,0
aten::item,,,2.51,3.94,0,0,0,0
aten::_local_scalar_dense,,,1.43,1.43,0,0,0,0
aclnnDivs,,,8.56,8.56,8.661,8.661,0,0
aten::slice,,,5.34,7.85,0,0,0,0
aten::as_strided,,,2.51,2.51,0,0,0,0
aten::slice,,,3.17,4.63,0,0,0,0
aten::as_strided,,,1.46,1.46,0,0,0,0
aten::unsqueeze,,,3.7,5.38,0,0,0,0
aten::as_strided,,,1.68,1.68,0,0,0,0
aten::slice,,,2.82,4.6,0,0,0,0
aten::as_strided,,,1.78,1.78,0,0,0,0
aten::unsqueeze,,,2.62,4.09,0,0,0,0
aten::as_strided,,,1.47,1.47,0,0,0,0
aten::slice,,,3.14,5.53,0,0,0,0
aten::as_strided,,,2.39,2.39,0,0,0,0
aten::mul,,,18.29,34.07,0,29.660999999999998,0,0
empty_tensor,,,7.15,7.15,0,0,0,0
aclnnMul,,,8.63,8.63,29.660999999999998,29.660999999999998,0,0
aten::mul,,,11.36,28.43,0,7.18,0,0
empty_tensor,,,5.19,5.19,0,0,0,0
aten::item,,,1.69,2.7,0,0,0,0
aten::_local_scalar_dense,,,1.01,1.01,0,0,0,0
aclnnMuls,,,9.18,9.18,7.18,7.18,0,0
aten::add,,,14.82,26.69,0,25.94,0,0
empty_tensor,,,4.74,4.74,0,0,0,0
aclnnAdd,,,7.13,7.13,25.94,25.94,0,0
MultiScaleDeformableAttnFunction,,,89.42,205.87,0,162.86399999999998,0,0
aten::type_as,,,2.93,5.76,0,0,0,0
aten::to,,,2.83,2.83,0,0,0,0
aten::type_as,,,1.61,3.01,0,0,0,0
aten::to,,,1.4,1.4,0,0,0,0
aten::to,,,2.79,32.54,0,1.22,0,0
npu::npu_dtype_cast,,,11.9,29.75,0,1.22,0,0
empty_tensor,,,8.27,8.27,0,0,0,0
aclnnCast,,,9.58,9.58,1.22,1.22,0,0
aten::to,,,2.3,31.23,0,1.2,0,0
npu::npu_dtype_cast,,,6.95,28.93,0,1.2,0,0
empty_tensor,,,5.18,5.18,0,0,0,0
aclnnCast,,,16.8,16.8,1.2,1.2,0,0
aten::zeros,,,4.96,26.41,0,8.161,0,0
empty_tensor,,,5.94,5.94,0,0,0,0
aten::zero_,,,9.3,15.51,0,8.161,0,0
aclnnInplaceZero,,,6.21,6.21,8.161,8.161,0,0
aten::empty,,,3.06,8.79,0,0,0,0
empty_tensor,,,5.73,5.73,0,0,0,0
aclnnMultiScaleDeformableAttnFunction,,,8.71,8.71,152.283,152.283,0,0
aten::linear,,,10.18,152.18,0,9.681,0,9.681
aten::reshape,,,2.96,12.0,0,0,0,0
aten::view,,,9.04,9.04,0,0,0,0
aten::t,,,5.16,14.87,0,0,0,0
aten::transpose,,,4.38,9.71,0,0,0,0
aten::as_strided,,,5.33,5.33,0,0,0,0
aten::addmm,,,21.57,107.58,0,9.681,0,9.681
empty_tensor,,,75.61,75.61,0,0,0,0
aclnnAddmm,,,10.4,10.4,9.681,9.681,9.681,9.681
aten::view,,,7.55,7.55,0,0,0,0
aten::transpose,,,7.17,11.05,0,0,0,0
aten::as_strided,,,3.88,3.88,0,0,0,0
aten::add,,,17.99,36.72,0,9.0,0,0
empty_tensor,,,8.2,8.2,0,0,0,0
aclnnAdd,,,10.53,10.53,9.0,9.0,0,0
aten::layer_norm,,,6.15,58.52,0,20.821,0,0
aten::native_layer_norm,,,23.32,52.37,0,20.821,0,0
aten::resize_,,,2.21,2.21,0,0,0,0
aten::resize_,,,2.08,2.08,0,0,0,0
empty_tensor,,,6.55,6.55,0,0,0,0
empty_tensor,,,4.31,4.31,0,0,0,0
empty_tensor,,,4.26,4.26,0,0,0,0
aclnnLayerNorm,,,9.64,9.64,20.821,20.821,0,0
aten::linear,,,12.29,106.43,0,24.121,0,24.121
aten::reshape,,,13.13,22.23,0,0,0,0
aten::view,,,9.1,9.1,0,0,0,0
aten::t,,,4.26,11.66,0,0,0,0
aten::transpose,,,3.54,7.4,0,0,0,0
aten::as_strided,,,3.86,3.86,0,0,0,0
aten::addmm,,,33.39,55.35,0,24.121,0,24.121
empty_tensor,,,7.71,7.71,0,0,0,0
aclnnAddmm,,,14.25,14.25,24.121,24.121,24.121,24.121
aten::view,,,4.9,4.9,0,0,0,0
aten::relu,,,19.43,54.81,0,8.321,0,0
empty_tensor,,,13.43,13.43,0,0,0,0
aclnnRelu,,,21.95,21.95,8.321,8.321,0,0
aten::linear,,,8.26,93.56,0,28.981,0,28.981
aten::reshape,,,2.13,9.28,0,0,0,0
aten::view,,,7.15,7.15,0,0,0,0
aten::t,,,12.29,19.25,0,0,0,0
aten::transpose,,,3.3,6.96,0,0,0,0
aten::as_strided,,,3.66,3.66,0,0,0,0
aten::addmm,,,17.02,53.33,0,28.981,0,28.981
empty_tensor,,,14.61,14.61,0,0,0,0
aclnnAddmm,,,21.7,21.7,28.981,28.981,28.981,28.981
aten::view,,,3.44,3.44,0,0,0,0
aten::add,,,23.11,43.54,0,5.12,0,0
empty_tensor,,,10.82,10.82,0,0,0,0
aclnnAdd,,,9.61,9.61,5.12,5.12,0,0
aten::layer_norm,,,5.65,84.31,0,10.18,0,0
aten::native_layer_norm,,,26.15,78.66,0,10.18,0,0
aten::resize_,,,9.97,9.97,0,0,0,0
aten::resize_,,,0.81,0.81,0,0,0,0
empty_tensor,,,6.65,6.65,0,0,0,0
empty_tensor,,,5.2,5.2,0,0,0,0
empty_tensor,,,12.71,12.71,0,0,0,0
aclnnLayerNorm,,,17.17,17.17,10.18,10.18,0,0
aten::isnan,,,4.62,42.84,0,8.9,0,0
aten::ne,,,18.6,38.22,0,8.9,0,0
empty_tensor,,,4.74,4.74,0,0,0,0
aclnnNeTensor,,,14.88,14.88,8.9,8.9,0,0
aten::any,,,14.17,36.51,0,18.88,0,0
empty_tensor,,,3.66,3.66,0,0,0,0
aclnnAny,,,18.68,18.68,18.88,18.88,0,0
aten::isinf,,,5.74,71.29,0,16.761,0,0
aten::abs,,,16.19,38.02,0,6.86,0,0
empty_tensor,,,11.46,11.46,0,0,0,0
aclnnAbs,,,10.37,10.37,6.86,6.86,0,0
aten::eq,,,7.77,27.53,0,9.901,0,0
empty_tensor,,,3.71,3.71,0,0,0,0
aclnnEqScalar,,,16.05,16.05,9.901,9.901,0,0
aten::any,,,15.27,54.11,0,8.261,0,0
empty_tensor,,,11.84,11.84,0,0,0,0
aclnnAny,,,27.0,27.0,8.261,8.261,0,0
aten::__or__,,,2.16,51.66,0,1.28,0,0
aten::bitwise_or,,,23.19,49.5,0,1.28,0,0
empty_tensor,,,7.23,7.23,0,0,0,0
aclnnBitwiseOrTensor,,,19.08,19.08,1.28,1.28,0,0
aten::is_nonzero,,,2.4,82.14,0,0,0,0
aten::item,,,12.09,79.74,0,0,0,0
aten::_local_scalar_dense,,,67.65,67.65,0,0,0,0
aten::clamp,,,17.09,48.45,0,3.1,0,0
empty_tensor,,,9.13,9.13,0,0,0,0
aclnnClamp,,,22.23,22.23,3.1,3.1,0,0
aten::clamp,,,9.25,34.86,0,2.96,0,0
empty_tensor,,,7.66,7.66,0,0,0,0
aclnnClamp,,,17.95,17.95,2.96,2.96,0,0
aten::rsub,,,11.24,31.46,0,1.8,0,0
empty_tensor,,,5.47,5.47,0,0,0,0
aclnnRsubs,,,14.75,14.75,1.8,1.8,0,0
aten::clamp,,,15.74,27.75,0,3.06,0,0
empty_tensor,,,6.6,6.6,0,0,0,0
aclnnClamp,,,5.41,5.41,3.06,3.06,0,0
aten::div,,,25.38,38.95,0,1.72,0,0
empty_tensor,,,4.45,4.45,0,0,0,0
aclnnDiv,,,9.12,9.12,1.72,1.72,0,0
aten::log,,,8.86,27.94,0,1.56,0,0
empty_tensor,,,4.5,4.5,0,0,0,0
aclnnLog,,,14.58,14.58,1.56,1.56,0,0
aten::linear,,,15.05,117.59,0,8.48,0,8.48
aten::reshape,,,3.5,21.6,0,0,0,0
aten::view,,,18.1,18.1,0,0,0,0
aten::t,,,4.75,12.28,0,0,0,0
aten::transpose,,,3.75,7.53,0,0,0,0
aten::as_strided,,,3.78,3.78,0,0,0,0
aten::addmm,,,21.22,63.34,0,8.48,0,8.48
empty_tensor,,,7.4,7.4,0,0,0,0
aclnnAddmm,,,34.72,34.72,8.48,8.48,8.48,8.48
aten::view,,,5.32,5.32,0,0,0,0
aten::relu,,,19.39,32.56,0,6.9,0,0
empty_tensor,,,6.5,6.5,0,0,0,0
aclnnRelu,,,6.67,6.67,6.9,6.9,0,0
aten::linear,,,8.12,82.29,0,8.94,0,8.94
aten::reshape,,,5.83,13.16,0,0,0,0
aten::view,,,7.33,7.33,0,0,0,0
aten::t,,,5.75,21.44,0,0,0,0
aten::transpose,,,3.82,15.69,0,0,0,0
aten::as_strided,,,11.87,11.87,0,0,0,0
aten::addmm,,,15.45,36.12,0,8.94,0,8.94
empty_tensor,,,5.75,5.75,0,0,0,0
aclnnAddmm,,,14.92,14.92,8.94,8.94,8.94,8.94
aten::view,,,3.45,3.45,0,0,0,0
aten::relu,,,10.01,36.36,0,3.08,0,0
empty_tensor,,,15.57,15.57,0,0,0,0
aclnnRelu,,,10.78,10.78,3.08,3.08,0,0
aten::linear,,,5.77,56.4,0,5.24,0,5.24
aten::reshape,,,1.92,6.35,0,0,0,0
aten::view,,,4.43,4.43,0,0,0,0
aten::t,,,4.68,9.47,0,0,0,0
aten::transpose,,,2.37,4.79,0,0,0,0
aten::as_strided,,,2.42,2.42,0,0,0,0
aten::addmm,,,14.11,31.28,0,5.24,0,5.24
empty_tensor,,,7.74,7.74,0,0,0,0
aclnnAddmm,,,9.43,9.43,5.24,5.24,5.24,5.24
aten::view,,,3.53,3.53,0,0,0,0
aten::add,,,11.92,25.09,0,1.82,0,0
empty_tensor,,,4.85,4.85,0,0,0,0
aclnnAdd,,,8.32,8.32,1.82,1.82,0,0
aten::sigmoid,,,9.67,25.09,0,1.72,0,0
empty_tensor,,,8.45,8.45,0,0,0,0
aclnnSigmoid,,,6.97,6.97,1.72,1.72,0,0
aten::detach,,,2.0,6.72,0,0,0,0
detach,,,4.72,4.72,0,0,0,0
aten::layer_norm,,,4.86,67.29,0,12.301,0,0
aten::native_layer_norm,,,24.18,62.43,0,12.301,0,0
aten::resize_,,,2.68,2.68,0,0,0,0
aten::resize_,,,0.75,0.75,0,0,0,0
empty_tensor,,,7.28,7.28,0,0,0,0
empty_tensor,,,2.75,2.75,0,0,0,0
empty_tensor,,,3.88,3.88,0,0,0,0
aclnnLayerNorm,,,20.91,20.91,12.301,12.301,0,0
aten::slice,,,8.53,13.39,0,0,0,0
aten::as_strided,,,4.86,4.86,0,0,0,0
aten::slice,,,3.32,4.97,0,0,0,0
aten::as_strided,,,1.65,1.65,0,0,0,0
aten::unsqueeze,,,6.48,8.53,0,0,0,0
aten::as_strided,,,2.05,2.05,0,0,0,0
aten::cat,,,17.44,33.46,0,2.18,0,0
empty_tensor,,,5.34,5.34,0,0,0,0
aclnnCat,,,10.68,10.68,2.18,2.18,0,0
aten::unsqueeze,,,4.4,6.74,0,0,0,0
aten::as_strided,,,2.34,2.34,0,0,0,0
aten::slice,,,4.78,7.71,0,0,0,0
aten::as_strided,,,2.93,2.93,0,0,0,0
aten::mul,,,13.26,27.53,0,14.78,0,0
empty_tensor,,,5.32,5.32,0,0,0,0
aclnnMul,,,8.95,8.95,14.78,14.78,0,0
aten::slice,,,4.56,6.75,0,0,0,0
aten::as_strided,,,2.19,2.19,0,0,0,0
aten::slice,,,2.6,4.25,0,0,0,0
aten::as_strided,,,1.65,1.65,0,0,0,0
aten::select,,,8.02,11.66,0,0,0,0
aten::as_strided,,,3.64,3.64,0,0,0,0
aten::slice,,,2.61,4.04,0,0,0,0
aten::as_strided,,,1.43,1.43,0,0,0,0
aten::arange,,,12.82,28.05,0,7.28,0,0
empty_tensor,,,6.24,6.24,0,0,0,0
aclnnArange,,,8.99,8.99,7.28,7.28,0,0
aten::div,,,14.46,34.72,0,1.36,0,0
empty_tensor,,,7.25,7.25,0,0,0,0
aten::item,,,2.26,3.43,0,0,0,0
aten::_local_scalar_dense,,,1.17,1.17,0,0,0,0
aclnnDivMods,,,9.58,9.58,1.36,1.36,0,0
aten::mul,,,12.11,28.42,0,1.36,0,0
empty_tensor,,,4.82,4.82,0,0,0,0
aten::item,,,1.15,1.93,0,0,0,0
aten::_local_scalar_dense,,,0.78,0.78,0,0,0,0
aclnnMuls,,,9.56,9.56,1.36,1.36,0,0
aten::div,,,9.34,24.36,0,1.3,0,0
empty_tensor,,,4.01,4.01,0,0,0,0
aten::item,,,1.31,3.2,0,0,0,0
aten::_local_scalar_dense,,,1.89,1.89,0,0,0,0
aclnnDivs,,,7.81,7.81,1.3,1.3,0,0
aten::pow,,,11.55,28.95,0,3.6,0,0
aten::result_type,,,1.85,4.56,0,0,0,0
aten::result_type,,,2.71,2.71,0,0,0,0
empty_tensor,,,5.43,5.43,0,0,0,0
aclnnPowScalarTensor,,,7.41,7.41,3.6,3.6,0,0
aten::slice,,,7.75,12.7,0,0,0,0
aten::as_strided,,,4.95,4.95,0,0,0,0
aten::slice,,,2.87,4.47,0,0,0,0
aten::as_strided,,,1.6,1.6,0,0,0,0
aten::select,,,5.09,8.38,0,0,0,0
aten::as_strided,,,3.29,3.29,0,0,0,0
aten::mul,,,19.0,46.44,0,7.140000000000001,0,0
empty_tensor,,,4.78,4.78,0,0,0,0
aten::item,,,1.46,2.88,0,0,0,0
aten::_local_scalar_dense,,,1.42,1.42,0,0,0,0
aclnnMuls,,,19.78,19.78,7.140000000000001,7.140000000000001,0,0
aten::slice,,,5.92,9.01,0,0,0,0
aten::as_strided,,,3.09,3.09,0,0,0,0
aten::slice,,,4.49,7.65,0,0,0,0
aten::as_strided,,,3.16,3.16,0,0,0,0
aten::select,,,4.58,6.1,0,0,0,0
aten::as_strided,,,1.52,1.52,0,0,0,0
aten::mul,,,15.24,35.99,0,7.24,0,0
empty_tensor,,,6.29,6.29,0,0,0,0
aten::item,,,1.47,3.34,0,0,0,0
aten::_local_scalar_dense,,,1.87,1.87,0,0,0,0
aclnnMuls,,,11.12,11.12,7.24,7.24,0,0
aten::slice,,,5.02,7.14,0,0,0,0
aten::as_strided,,,2.12,2.12,0,0,0,0
aten::slice,,,2.46,4.15,0,0,0,0
aten::as_strided,,,1.69,1.69,0,0,0,0
aten::unsqueeze,,,27.76,29.13,0,0,0,0
aten::as_strided,,,1.37,1.37,0,0,0,0
aten::div,,,13.29,27.64,0,16.92,0,0
empty_tensor,,,6.88,6.88,0,0,0,0
aclnnDiv,,,7.47,7.47,16.92,16.92,0,0
aten::slice,,,4.94,7.34,0,0,0,0
aten::as_strided,,,2.4,2.4,0,0,0,0
aten::slice,,,3.71,5.16,0,0,0,0
aten::as_strided,,,1.45,1.45,0,0,0,0
aten::unsqueeze,,,3.18,4.46,0,0,0,0
aten::as_strided,,,1.28,1.28,0,0,0,0
aten::div,,,11.39,25.21,0,9.0,0,0
empty_tensor,,,5.23,5.23,0,0,0,0
aclnnDiv,,,8.59,8.59,9.0,9.0,0,0
aten::slice,,,4.31,6.35,0,0,0,0
aten::as_strided,,,2.04,2.04,0,0,0,0
aten::slice,,,2.36,4.85,0,0,0,0
aten::as_strided,,,2.49,2.49,0,0,0,0
aten::slice,,,2.73,5.81,0,0,0,0
aten::as_strided,,,3.08,3.08,0,0,0,0
aten::sin,,,15.17,31.14,0,19.561,0,0
empty_tensor,,,6.29,6.29,0,0,0,0
aclnnSin,,,9.68,9.68,19.561,19.561,0,0
aten::slice,,,4.12,6.12,0,0,0,0
aten::as_strided,,,2.0,2.0,0,0,0,0
aten::slice,,,3.59,4.97,0,0,0,0
aten::as_strided,,,1.38,1.38,0,0,0,0
aten::slice,,,3.53,5.22,0,0,0,0
aten::as_strided,,,1.69,1.69,0,0,0,0
aten::cos,,,13.79,27.1,0,19.060000000000002,0,0
empty_tensor,,,5.14,5.14,0,0,0,0
aclnnCos,,,8.17,8.17,19.060000000000002,19.060000000000002,0,0
aten::stack,,,11.77,24.84,0,3.96,0,0
empty_tensor,,,5.53,5.53,0,0,0,0
aclnnStack,,,7.54,7.54,3.96,3.96,0,0
aten::flatten,,,5.33,10.92,0,0,0,0
aten::view,,,5.59,5.59,0,0,0,0
aten::slice,,,4.53,6.65,0,0,0,0
aten::as_strided,,,2.12,2.12,0,0,0,0
aten::slice,,,3.02,4.39,0,0,0,0
aten::as_strided,,,1.37,1.37,0,0,0,0
aten::slice,,,2.69,4.46,0,0,0,0
aten::as_strided,,,1.77,1.77,0,0,0,0
aten::sin,,,15.13,44.9,0,15.379999999999999,0,0
empty_tensor,,,4.97,4.97,0,0,0,0
aclnnSin,,,24.8,24.8,15.379999999999999,15.379999999999999,0,0
aten::slice,,,4.94,7.99,0,0,0,0
aten::as_strided,,,3.05,3.05,0,0,0,0
aten::slice,,,3.71,5.12,0,0,0,0
aten::as_strided,,,1.41,1.41,0,0,0,0
aten::slice,,,2.3,5.3,0,0,0,0
aten::as_strided,,,3.0,3.0,0,0,0,0
aten::cos,,,11.77,24.54,0,14.440999999999999,0,0
empty_tensor,,,5.3,5.3,0,0,0,0
aclnnCos,,,7.47,7.47,14.440999999999999,14.440999999999999,0,0
aten::stack,,,11.08,24.25,0,3.68,0,0
empty_tensor,,,4.81,4.81,0,0,0,0
aclnnStack,,,8.36,8.36,3.68,3.68,0,0
aten::flatten,,,3.35,10.79,0,0,0,0
aten::view,,,7.44,7.44,0,0,0,0
aten::slice,,,5.79,8.65,0,0,0,0
aten::as_strided,,,2.86,2.86,0,0,0,0
aten::slice,,,2.75,4.4,0,0,0,0
aten::as_strided,,,1.65,1.65,0,0,0,0
aten::select,,,5.03,6.47,0,0,0,0
aten::as_strided,,,1.44,1.44,0,0,0,0
aten::mul,,,35.81,53.83,0,6.821000000000001,0,0
empty_tensor,,,6.8,6.8,0,0,0,0
aten::item,,,2.14,3.19,0,0,0,0
aten::_local_scalar_dense,,,1.05,1.05,0,0,0,0
aclnnMuls,,,8.03,8.03,6.821000000000001,6.821000000000001,0,0
aten::slice,,,4.98,7.16,0,0,0,0
aten::as_strided,,,2.18,2.18,0,0,0,0
aten::slice,,,3.45,5.61,0,0,0,0
aten::as_strided,,,2.16,2.16,0,0,0,0
aten::unsqueeze,,,4.33,6.01,0,0,0,0
aten::as_strided,,,1.68,1.68,0,0,0,0
aten::div,,,11.16,23.8,0,12.12,0,0
empty_tensor,,,4.76,4.76,0,0,0,0
aclnnDiv,,,7.88,7.88,12.12,12.12,0,0
aten::slice,,,4.29,6.47,0,0,0,0
aten::as_strided,,,2.18,2.18,0,0,0,0
aten::slice,,,2.72,4.67,0,0,0,0
aten::as_strided,,,1.95,1.95,0,0,0,0
aten::slice,,,3.73,5.69,0,0,0,0
aten::as_strided,,,1.96,1.96,0,0,0,0
aten::sin,,,12.88,26.44,0,18.52,0,0
empty_tensor,,,4.7,4.7,0,0,0,0
aclnnSin,,,8.86,8.86,18.52,18.52,0,0
aten::slice,,,3.92,6.01,0,0,0,0
aten::as_strided,,,2.09,2.09,0,0,0,0
aten::slice,,,3.36,4.77,0,0,0,0
aten::as_strided,,,1.41,1.41,0,0,0,0
aten::slice,,,2.33,4.05,0,0,0,0
aten::as_strided,,,1.72,1.72,0,0,0,0
aten::cos,,,12.99,25.3,0,16.741,0,0
empty_tensor,,,4.98,4.98,0,0,0,0
aclnnCos,,,7.33,7.33,16.741,16.741,0,0
aten::stack,,,11.77,23.93,0,3.76,0,0
empty_tensor,,,5.02,5.02,0,0,0,0
aclnnStack,,,7.14,7.14,3.76,3.76,0,0
aten::flatten,,,3.4,8.84,0,0,0,0
aten::view,,,5.44,5.44,0,0,0,0
aten::slice,,,5.78,8.99,0,0,0,0
aten::as_strided,,,3.21,3.21,0,0,0,0
aten::slice,,,2.49,3.98,0,0,0,0
aten::as_strided,,,1.49,1.49,0,0,0,0
aten::select,,,5.52,7.95,0,0,0,0
aten::as_strided,,,2.43,2.43,0,0,0,0
aten::mul,,,18.94,48.19,0,7.201,0,0
empty_tensor,,,5.87,5.87,0,0,0,0
aten::item,,,2.16,3.23,0,0,0,0
aten::_local_scalar_dense,,,1.07,1.07,0,0,0,0
aclnnMuls,,,20.15,20.15,7.201,7.201,0,0
aten::slice,,,5.2,8.02,0,0,0,0
aten::as_strided,,,2.82,2.82,0,0,0,0
aten::slice,,,2.54,3.95,0,0,0,0
aten::as_strided,,,1.41,1.41,0,0,0,0
aten::unsqueeze,,,4.02,5.32,0,0,0,0
aten::as_strided,,,1.3,1.3,0,0,0,0
aten::div,,,12.52,25.15,0,11.98,0,0
empty_tensor,,,5.08,5.08,0,0,0,0
aclnnDiv,,,7.55,7.55,11.98,11.98,0,0
aten::slice,,,4.87,6.95,0,0,0,0
aten::as_strided,,,2.08,2.08,0,0,0,0
aten::slice,,,3.24,5.43,0,0,0,0
aten::as_strided,,,2.19,2.19,0,0,0,0
aten::slice,,,2.38,4.25,0,0,0,0
aten::as_strided,,,1.87,1.87,0,0,0,0
aten::sin,,,14.94,29.1,0,18.36,0,0
empty_tensor,,,4.81,4.81,0,0,0,0
aclnnSin,,,9.35,9.35,18.36,18.36,0,0
aten::slice,,,3.91,6.07,0,0,0,0
aten::as_strided,,,2.16,2.16,0,0,0,0
aten::slice,,,2.78,4.19,0,0,0,0
aten::as_strided,,,1.41,1.41,0,0,0,0
aten::slice,,,2.92,4.77,0,0,0,0
aten::as_strided,,,1.85,1.85,0,0,0,0
aten::cos,,,13.89,26.0,0,16.5,0,0
empty_tensor,,,4.8,4.8,0,0,0,0
aclnnCos,,,7.31,7.31,16.5,16.5,0,0
aten::stack,,,11.18,24.0,0,3.901,0,0
empty_tensor,,,5.14,5.14,0,0,0,0
aclnnStack,,,7.68,7.68,3.901,3.901,0,0
aten::flatten,,,3.59,8.94,0,0,0,0
aten::view,,,5.35,5.35,0,0,0,0
aten::cat,,,14.58,28.54,0,7.82,0,0
empty_tensor,,,5.08,5.08,0,0,0,0
aclnnCat,,,8.88,8.88,7.82,7.82,0,0
aten::linear,,,7.76,63.13,0,10.101,0,10.101
aten::reshape,,,2.05,9.03,0,0,0,0
aten::view,,,6.98,6.98,0,0,0,0
aten::t,,,3.87,9.95,0,0,0,0
aten::transpose,,,3.36,6.08,0,0,0,0
aten::as_strided,,,2.72,2.72,0,0,0,0
aten::addmm,,,16.98,32.46,0,10.101,0,10.101
empty_tensor,,,6.15,6.15,0,0,0,0
aclnnAddmm,,,9.33,9.33,10.101,10.101,10.101,10.101
aten::view,,,3.93,3.93,0,0,0,0
aten::relu,,,10.21,33.35,0,6.86,0,0
empty_tensor,,,5.0,5.0,0,0,0,0
aclnnRelu,,,18.14,18.14,6.86,6.86,0,0
aten::linear,,,6.1,54.8,0,8.34,0,8.34
aten::reshape,,,3.04,8.42,0,0,0,0
aten::view,,,5.38,5.38,0,0,0,0
aten::t,,,3.17,8.59,0,0,0,0
aten::transpose,,,2.62,5.42,0,0,0,0
aten::as_strided,,,2.8,2.8,0,0,0,0
aten::addmm,,,15.08,27.82,0,8.34,0,8.34
empty_tensor,,,4.69,4.69,0,0,0,0
aclnnAddmm,,,8.05,8.05,8.34,8.34,8.34,8.34
aten::view,,,3.87,3.87,0,0,0,0
aten::mul,,,13.59,30.39,0,13.6,0,0
empty_tensor,,,5.44,5.44,0,0,0,0
aten::item,,,2.27,3.52,0,0,0,0
aten::_local_scalar_dense,,,1.25,1.25,0,0,0,0
aclnnMuls,,,7.84,7.84,13.6,13.6,0,0
aten::add,,,13.11,28.72,0,8.94,0,0
empty_tensor,,,5.34,5.34,0,0,0,0
aclnnAdd,,,10.27,10.27,8.94,8.94,0,0
aten::chunk,,,4.15,42.53,0,0,0,0
aten::split,,,9.71,38.38,0,0,0,0
aten::narrow,,,5.6,17.04,0,0,0,0
aten::slice,,,4.19,11.44,0,0,0,0
aten::as_strided,,,7.25,7.25,0,0,0,0
aten::narrow,,,1.89,6.48,0,0,0,0
aten::slice,,,2.52,4.59,0,0,0,0
aten::as_strided,,,2.07,2.07,0,0,0,0
aten::narrow,,,1.4,5.15,0,0,0,0
aten::slice,,,1.87,3.75,0,0,0,0
aten::as_strided,,,1.88,1.88,0,0,0,0
aten::chunk,,,3.14,22.81,0,0,0,0
aten::split,,,5.65,19.67,0,0,0,0
aten::narrow,,,1.95,6.48,0,0,0,0
aten::slice,,,1.91,4.53,0,0,0,0
aten::as_strided,,,2.62,2.62,0,0,0,0
aten::narrow,,,2.0,4.28,0,0,0,0
aten::slice,,,0.97,2.28,0,0,0,0
aten::as_strided,,,1.31,1.31,0,0,0,0
aten::narrow,,,1.04,3.26,0,0,0,0
aten::slice,,,1.2,2.22,0,0,0,0
aten::as_strided,,,1.02,1.02,0,0,0,0
aten::linear,,,6.99,59.56,0,8.26,0,8.26
aten::reshape,,,1.44,6.57,0,0,0,0
aten::view,,,5.13,5.13,0,0,0,0
aten::t,,,3.74,7.87,0,0,0,0
aten::transpose,,,2.22,4.13,0,0,0,0
aten::as_strided,,,1.91,1.91,0,0,0,0
